country,country_id,continent_id,site_id,site_name,latitude,longitude,rural_urban,year_start,lower_age,upper_age,examined,pf_pos,pf_pr,method,title1,citation1
Ethiopia,ETH,Africa,3416,Megado School,3.8966,38.2213,UNKNOWN,2009,4,15,215,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,10882,Figa Bike School,5.3172,39.1915,UNKNOWN,2009,4,15,215,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,19611,Arbale School,4.1376,37.8933,UNKNOWN,2009,4,15,219,1,0.00456621,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,1636,Hare Dube School,6.8855,41.2297,UNKNOWN,2009,4,15,207,1,0.004830918,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,18330,Gorbicha School,5.3182,39.5655,UNKNOWN,2009,4,15,209,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,18624,Yedi School,6.6748,40.3708,UNKNOWN,2009,4,15,216,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,7095,Lami Karcha School,5.7924,38.3667,UNKNOWN,2009,4,15,215,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,19825,Chancho School,7.0833,40.7487,UNKNOWN,2009,4,15,212,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,19645,Dida Yabello School,4.8833,38.0833,UNKNOWN,2009,4,15,107,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,7075,Sokora Diriba School,5.6295,39.2865,UNKNOWN,2009,4,15,198,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,13347,Bore Dimtu School,6.6522,41.4464,UNKNOWN,2009,4,15,198,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,6256,Muri Turkuma School,5.7115,38.263,UNKNOWN,2009,4,15,105,1,0.00952381,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,7066,Abdi Boru School,5.3957,38.2671,UNKNOWN,2009,4,15,216,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,1283,Hatuse School,5.124,38.231,UNKNOWN,2009,4,15,106,4,0.037735849,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,11973,Soyama Suro School,5.505,37.993,UNKNOWN,2009,4,15,109,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,17425,Tabe Haro Wato School,6.0332,38.6116,UNKNOWN,2009,4,15,209,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,2831,Akasha School,7.1968,40.6187,UNKNOWN,2009,4,15,220,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,2706,Chabi School,5.1092,37.3569,UNKNOWN,2009,4,15,220,8,0.036363636,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,21932,Dida Hara School,4.8138,38.3261,UNKNOWN,2009,4,15,220,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,3655,Harawa Anole School,6.8246,40.0778,UNKNOWN,2009,4,15,218,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,16669,Meta Gefersa School,4.7372,38.8319,UNKNOWN,2009,4,15,164,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,7522,Lutu Hema School,5.147,37.396,UNKNOWN,2009,4,15,37,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,9026,Gora Badimena School,6.8403,40.2445,UNKNOWN,2009,4,15,221,1,0.004524887,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,9160,Handuula Haro School,5.836,39.3276,UNKNOWN,2009,4,15,212,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,5565,Danide School,5.9359,39.1084,UNKNOWN,2009,4,15,211,1,0.004739336,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,6378,Metokomia Hara School,5.625,38.136,UNKNOWN,2009,4,15,71,1,0.014084507,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,19625,Harawa 3 School,7.3082,40.704,UNKNOWN,2009,4,15,206,0,0,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,7721,Kiltu Sorsa School,5.9245,39.0175,UNKNOWN,2009,4,15,218,1,0.004587156,Microscopy,"School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.","Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25"
Ethiopia,ETH,Africa,58693,Hulutu Wera Boran,9.0283,34.6281,RURAL,2009,6,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58695,Alchaya Jilo,8.9695,34.6469,RURAL,2009,7,16,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58723,Kesh Mando,9.5635,34.712,RURAL,2009,7,16,109,1,0.009174312,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58691,Tabor,8.567,34.7542,RURAL,2009,7,15,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58697,Jimma Tibe,8.9661,34.7948,RURAL,2009,8,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58696,Haroji Wado,9.0556,34.8295,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58719,Odora Tobera,9.8265,34.9654,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58699,Haro Mechara,8.7288,34.9704,RURAL,2009,8,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58700,Joge Welwello,9.0055,34.9801,RURAL,2009,7,14,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58701,Denta Cheber,8.9174,34.9999,RURAL,2009,7,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58734,Suli,8.1959,35.0271,RURAL,2009,7,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58732,Sibo Abo,8.2834,35.0395,RURAL,2009,7,15,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58698,Darbo Wabera,9.0309,35.0599,RURAL,2009,7,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58714,Boti Ayira,8.9772,35.078,RURAL,2009,7,16,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58721,Darge Tobera,9.6416,35.084,RURAL,2009,7,15,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58720,Ayira Dembi,9.7045,35.1159,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58703,Chamo,8.8416,35.1556,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58718,Guyo Hena,9.8058,35.159,RURAL,2009,7,15,110,1,0.009090909,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58704,Arere Chole,8.8657,35.2034,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58717,Amuma Gorgis,9.5869,35.2913,RURAL,2009,8,18,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58733,A/Kidanemiret,8.1959,35.327,RURAL,2009,6,16,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58706,Amare Kucho,8.9826,35.3308,RURAL,2009,6,13,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58705,Nono Gino,8.9457,35.3445,RURAL,2009,7,15,102,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58738,Anayifa,8.6219,35.3963,RURAL,2009,7,15,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58737,Gobe,8.622,35.3968,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58716,Obora,9.674,35.4004,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58713,Kata Aba Korma,9.1255,35.4173,RURAL,2009,8,16,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58715,Sonbo Guta,9.6234,35.5107,RURAL,2009,8,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58727,Qachi,8.353,35.5277,RURAL,2009,6,15,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58731,Adis Alem,8.385,35.5489,RURAL,2009,7,16,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58711,Alitu Badessa,8.837,35.5591,RURAL,2009,6,16,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58742,Sanaga Harawe,8.6584,35.5865,RURAL,2009,6,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58728,Hanger & Dukur,8.2419,35.5915,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58735,Wangegne,8.4416,35.6191,RURAL,2009,7,16,102,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58729,Bake,8.2087,35.6542,RURAL,2009,7,15,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58730,Jafati Sedo,8.2088,35.6542,RURAL,2009,6,14,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58707,Werejoru Becho,9.2143,35.6907,RURAL,2009,6,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58736,Wachale,8.343,35.7183,RURAL,2009,6,15,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58709,Weljaleta,9.0024,35.7437,RURAL,2009,7,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58740,Adare,8.5789,35.7507,RURAL,2009,5,14,80,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58741,Chokorsa Doyo,8.5789,35.7586,RURAL,2009,7,12,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58708,Choli Mikael,9.1884,35.8027,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
